predicted_label	sentence
0	"	otro hermoso ejemplar de destreza abdominal  jacob es un buen tipo  amante de la diversión que disfruta de paseos en moto 
"
0	"	pidió a adama que haría una cosa así 
"
1	"	si se mira directamente a la persona  tu pareces estar mirando justo debajo de ellos  desde su perspectiva 
"
1	"	cócó  hijo de puta  sabemos quién está realmente detrás de esa máscara del zorro que llevas 
"
1	"	no entendemos por qué se llama a alguien que odias un  amigo  y sigues tomando un café con ella una vez a la semana 
"
1	"	por último  hay otra gran tendencia que es probable que la fuerza fondos de capital riesgo más grandes de servicios de consumo y de internet de pequeñas empresas  monetización se pone cada vez mejor y mejor  y las salidas son cada vez más temprano y más a menudo 
"
0	"	siga lindsay kingmiller 
"
1	"	no te va a dar la respuesta  correcta   pero pondrá a prueba la intuición  ayudará a estructurar el problema  ofrecerá una caja de resonancia para las pruebas y combinará diferentes perspectivas 
"
1	"	incluyendo  y especialmente  entre sí 
"
1	"	pronto me di cuenta la primera pila de vómito  y lo que más me aparte de el olor espantoso llamó la atención fue la presencia de lo que parecía ser objetos de goma blancos intercalados con alimentos no digeridos 
"
0	"	 asociación de marca que te valida 
"
1	"	la empresa plataforma brightpearl recauda  m en la ronda liderados por empresas mmc
"
1	"	box bien puede convertirse en el middleware móvil que impulsa estas experiencias de tercera generación 
"
0	"	a partir de hoy  con la llegada de la primera versión candidata de mecanografiado  y la última versión de visual studio   se está convirtiendo en un lenguaje totalmente apoyado en el ide de microsoft 
"
0	"	si una persona dice una broma en un bosque y no consigue una risaasí es como usted sabe que él o ella es un verdadero cómico 
"
0	"	me estás dando la polio 
"
1	"	multimillonarios  reflexiones sobre el upper crust por darrell m west  brookings 
"
0	"	nada de esto es un problema de la gente es gay o heterosexual 
"
1	"	cuanto más rica era la persona  más probabilidades había de que metiera la mano y tomara los caramelos del frasco e ignorara el gran cartel en el frasco que decía que los caramelos eran para los niños que habían ido al departamento 
"
0	"	no sé si el ers se reunirán como una generación política que define  cómo van a actuar y  tan importante  cómo van a reaccionar cuando  pasan cosas   como cosas hará 
"
0	"	valiente nuevo mundo con tales piezas de contenido en el mismo 
"
0	"	es fácil atribuir el éxodo hacia una desconfianza específica de facebook  cuyo propio de aplicaciones móviles no están particularmente favorecidas y con un peso por debajo de telegram  whatsapp e incluso snapchat en la tabla de puntuación de la app store 
"
1	"	sebregondi trata de explicar 
"
0	"	el precio del bitcoin  que es actualmente de  dólares  ha caído significativamente desde principios de los años gracias a varios factores  entre ellos la caída de mtgox y una serie de medidas represivas legales de todo el mundo  principalmente en china 
"
0	"	cuando el corrector automatico cambioa  dar  y  tener  
"
0	"	su última película  transcendence está demostrando ser un fracaso de taquilla en su primer fin de semana  después de la incorporación de sólo   millones para el sábado 
"
0	"	encasillada como  la desaliñada  antes de su cambio de imagen  underdog con bríos e integridad que  o bien quiere o tiene el trabajo de baja remuneración de un idealista 
"
1	"	no se puede culpar a ella por preocuparse por su ahijada 
"
1	"	a ella le gusta educarse a sí misma y se va a piezas de museo 
"
1	"	yo tuve tant verguenza de mis acciones que evité en gran medida las funciones que presentaron el peligro de un exceso de solapamiento social 
"
1	"	nos preguntamos si taylor swift jugará su newgirlfriend en iowa 
"
0	"	la razón de amaraje los mensajes de correo electrónico facebookcom es bastante sencillo  ellos no estaban siendo utilizados por muchas personas en todo  facebook nos dice 
"
1	"	etiquetas    héroes  renacer de héroes  jennifer salke  mini series  nbc  nuevo programa  tim kring  noticias de tv
"
1	"	¡ épico séptimo una noche en austin anual de pérez hilton 
"
1	"	 él era funcionalmente sin hogar  por lo que sólo tipo de vagó hacia fuera del país 
"
0	"	está cerrada la puerta principal 
"
0	"	y espero que las otras madres me dan el mismo beneficio de la duda cuando mi hijo se hace pis sus pantalones en el medio de destino 
"
1	"	por supuesto que no lo conseguí  
"
1	"	reign gana el premio favorito de novo drama de tv favorito en el people  s choice awards 
"
0	"	 es una forma más simple  más fácil de threes que vale investigación  pero acumulando encima de nosotros justo cuando la mayoría de los jugadores threes no he tenido tiempo para entender todo lo que hemos hecho con el sistema de nuestro juego y eso nos llevó  meses para hacerlo  bueno  eso nos hace triste 
"
0	"	la interfaz fue una serie de tarjetas que eran mini aplicaciones dentro de la aplicación hypercard 
"
1	"	esta fotografía folleto tomada el  de noviembre de   y puesto en libertad por australia g espectáculo s de australia el primer ministro tony abbott  l  y el presidente de rusia  vladimir putin  y cuando cumplan con las koalas antes del inicio de la primera reunión del g en brisbane 
"
1	"	un acuerdo fue hecho entre la automotriz y gobernador de nueva york
"
0	"	 la cabeza  de sidibe  es como un globo en el cuerpo de un zepelín 
"
1	"	los hipsters preocupados por su salud toman sus disertaciones y puentes de gran tamaño para cafés veganos como pinson o cuota naturaleza para magdalenas sin gluten  batidos de espirulina y chouquettes alforfón 
"
0	"	es una buena lectura y estoy de acuerdo con muchas de ellas 
"
1	"	¡ no intente esto en casa sin un flotador 
"
0	"	presidente benjamin asher ha recibido una gran cantidad de puntos por su barbilla partida sexy  pero pierde puntos por el hecho de que tuvo que pasar la mayor parte de esta película en un búnker  mientras que el presidente de la casa morgan freeman hizo todas las decisiones 
"
0	"	 bruno mars es un joven muy talentoso y hawai está muy orgulloso de él 
"
1	"	bruno mars y su novia fueron recibidos durante su regreso a casa en hawaii con los collares típicos de ésta región 
"
0	"	todo el mundo ama a una cabina de fotos  pero nadie más que el kardashians 
"
1	"	 mi tipo favorito de clima es el clima cálido  
"
0	"	ella cocinaba y limpiaba y cuidaba de su hermano menor 
"
0	"	doyon descargarse el software y observó las salas de chat  a la espera de una señal 
"
1	"	claramente bruce quiere ser tu amigo 
"
0	"	según el perfil de lea soundcloud 
"
1	"	dick costolo  el ceo de twitter  dice que es bastante fácil para los consumidores deshabilitar los anuncios personalizados en twitter  pero no sabe cuántos realmente pasan por el proceso de hacerlo 
"
1	"	según la ftc  usted puede utilizar una aplicación de terceros para salvarlos  y también tomar capturas de pantalla de la foto sin el conocimiento del remitente 
"
1	"	recientemente  una de las nuevas empresas de la india de más rápido crecimiento  inmobi  estaba buscando contratar a un programador de python y ruby con urgencia 
"
1	"	blair underwood en el evento 
"
1	"	moleskine fabrica ahora fundas en las que uno puede guardar sus pequeños objetos de alta tecnología 
"
0	"	si wedding crashers nos enseñaron nada  sin embargo  es que las invitaciones no son siempre   necesario 
"
0	"	el crecimiento de la tableta ha sido sustancial  especialmente en américa del norte  por lo que a medida que avanza a través de las fases que va a reducir la velocidad   dijo 
"
0	"	leer la peor invitación para el baile de graduación que verás aquí 
"
0	"	cómo break out  considera que  las relaciones a largo plazo siempre van a ser un poco menos excitante que un nuevo novio   dice atik 
"
0	"	la exesposa de bradley y excoestrella de blue bloods de diciembre  a mayo de   escribió que su marido tenía un  cruel  lado frío  que la distrajo de tomar cuidado de su enfermedad celiaca 
"
0	"	mientras que las canciones de lana son más fríos  más fresco y más independiente  lykke li explora el dolor y el sentimiento de una manera más emocional 
"
0	"	nueve meses más tarde  creo que todos podemos decir que hasta la fecha el matrimonio ha funcionado bien para los usuarios de tumblr 
"
0	"	momento más evasiva de juan pablo
"
0	"	pero a diferencia de grouper  un casamentero ha asegurado que es más probable que usted caiga flechado por alguno de sus compañeros de cita 
"
0	"	jamie foxx en la casa blanca de down 
"
1	"	como yo no tengo un exprimidor  la idea bar de zumos sonaba como el camino a seguir 
"
0	"	esta transición podría incluir tomar hormonas o someterse a una cirugía  pero ese no es siempre el caso 
"
0	"	no hay absolutamente ninguna charla de la boda o la planificación pasando 
"
1	"	pérez comentarios  rocky the musical
"
1	"	cuando el cheque fue entregado  los amigos de teresa pagados  la giudices ni siquiera entrar en su bolsillo 
"
1	"	la próxima pila contenía lo mismo 
"
1	"	el concepto original del yotaphone de doble faz  foto abajo  se dio a conocer desde diciembre de  
"
1	"	en un estudio del  citado un sinfín de veces  y que se menciona en este artículo  michael bailey halló que los hombres que se identificaron como bisexuales se excitaban principalmente con temas homosexuales 
"
0	"	abrí soundcloud móvil en el navegador kik
"
0	"	 ellos tienen que elegir entre android y microsoft y en última instancia para tratar de idear nuevos servicios por encima de eso 
"
0	"	freeman solo necesita us   para el prototipo y dice que puede tener su batería de algas lista para la producción en masa con apenas us   para este verano 
"
0	"	si andy thomas lo había hecho  entonces josh podía hacerlo  también 
"
0	"	 el surgimiento y rápido crecimiento de alibaba financial acelerará la competencia entre las organizaciones de comercio financiero y  por tanto  incentivará la innovación y el desarrollo del sistema financiero tradicional   dijo el informe 
"
1	"	somo  la mayor agencia de marketing móvil independiente del reino unido  se hizo un nombre en el mundo de la tecnología para el desarrollo de la interfaz de frontend ios para summly  la aplicación de inicio adquirida por yahoo por   millones y que terminó como el yahoo news digest aplicación 
"
0	"	 estoy aquí ante todo para tom  para ruth  harkin   y para los grandes candidatos que tiene la oportunidad de elegir   dijo ella 
"
1	"	o él zumbar de acuerdo con el robot cutie en i  robot  quien argumentó que los robots han sustituido por completo los seres humanos en propósito existencial 
"
1	"	el documento también incluye detalles sobre los resultados concretos de los esfuerzos de espionaje  incluyendo una tabla interna que demuestra que se están sirviendo los clientes estelares por que los transpondedores de satélite específicos 
"
